Major,Location,Residence,Scholarship,Sex,Type,Type,Enrollment Age,Marital Status,Enrollment Data,Sponsor,Credits Attempted,Credits Completed,Credits Dropped,GPA Current,GPA Average,Number o fSportq,Intermural,Number of Clubes,Expected Graduation Date,Class Of,Actual Graduation Date,comments are well thought out and clearly articulated
Military Technologies and Applied Sciences,South Carolina,On-Campus University Housing,None,Female,FT,Non-Athlete,18,M,1991,,119,45,19,2.6,3.4,2,2,1,1995,95,1996,
Military Technologies and Applied Sciences,Alaska,On-Campus University Housing,Private,Male,FT,Non-Athlete,18,M,2000,,88,70,18,2.7,1.2,1,1,4,2004,4,2004,am pleased to comment on
Engineering,West Virginia,On-Campus Dorm,Other,Female,FT,Non-Athlete,24,M,1999,,117,78,19,3.4,2.7,3,2,3,2003,3,2006,
English Language and Literature/letters,Marshall Islands,Off-Campus University Housing,All Scholarship Types,Male,FT,Athelete,25,S,1998,,114,2,101,2.5,3.4,2,2,2,2002,2,2004,her performance as a
Library Science,Maryland,On-Campus University Housing,None,Female,FT,Non-Athlete,19,S,1994,,58,53,0,3,1.4,0,2,3,1998,98,1998,first came to my attention when
"Communication, Journalism, and Related Programs",Washington,Commuter,All Scholarship Types,Female,FT,Non-Athlete,21,S,1999,,89,25,5,1.5,2.1,2,2,1,2003,3,2007,
Communications Technologies/technicians and Support Services,Delaware,Commuter,None,Female,FT,Non-Athlete,20,M,1998,,112,66,27,3,2.9,2,1,2,2002,2,2002,
History,Delaware,On-Campus Dorm,Private,Female,FT,Athelete,20,M,1999,,75,35,3,1.2,3.5,3,1,3,2003,3,2004,is intelligent and ambitious
Health Professions and Related Programs,Montana,Off-Campus University Housing,None,Male,PT,Non-Athlete,25,S,1994,,51,28,16,1.6,1.2,1,2,3,1998,98,2002,
"Business, Management, Marketing, and Related Support Services",New York,Commuter,Private,Male,FT,Athelete,23,M,1987,,142,39,55,1.8,,2,2,4,1991,91,1991,
Legal Professions and Studies,Minnesota,On-Campus University Housing,Other,Male,PT,Non-Athlete,24,S,2001,,150,110,40,3.9,2.5,1,2,4,2005,5,2005,
"Area, Ethnic, Cultural, Gender, and Group Studies",South Dakota,Off-Campus Other,None,Male,FT,Non-Athlete,25,M,2000,,126,37,18,1.3,4,0,2,0,2004,4,2006,
History,Kansas,Commuter,University,Female,PT,RA,22,M,2001,,87,70,17,2.9,3.3,0,1,1,2005,5,2006,is personable and easy to work with
Undeclared,Northern Marianas,On-Campus University Housing,University,Male,FT,Athelete,24,S,1996,,144,60,55,4,3.8,4,2,3,2000,0,2001,have had the opportunity to
Engineering Technologies and Engineering-Related Fields,All Locations,On-Campus Dorm,None,Male,FT,Athelete,21,M,1989,,25,12,8,,3.8,1,1,2,1993,93,1994,
Engineering Technologies and Engineering-Related Fields,Maryland,Off-Campus University Housing,All Scholarship Types,Male,PT,Athelete,22,M,1998,,143,102,21,3.2,4,0,2,4,2002,2,2006,have had the opportunity to
Human Services,Alaska,On-Campus Dorm,None,Female,FT,Non-Athlete,25,S,2001,,42,2,20,1.6,2.1,4,1,1,2005,5,2005,if you have further questions
Engineering,Wyoming,Commuter,Other,Female,FT,Athelete,23,M,1997,,79,7,10,3.6,3.8,2,1,2,2001,1,2004,
Construction Trades,Wisconsin,On-Campus Dorm,All Scholarship Types,Female,FT,Athelete,21,S,2000,,82,22,12,3.6,4,2,1,3,2004,4,2004,careful attention to detail
"Agriculture, Agriculture Operations, and Related Sciences",Arkansas,On-Campus University Housing,Other,Female,PT,Athelete,25,M,2002,,55,36,1,1.5,3.8,4,1,2,2006,6,2007,
Construction Trades,Dist. of Columbia,Off-Campus Other,Other,Female,PT,Non-Athlete,24,S,2002,,57,44,1,3.6,2.4,3,2,3,2006,6,2006,is innovative and creative
Legal Professions and Studies,Alabama,On-Campus Dorm,Other,Male,FT,Non-Athlete,24,M,2002,,121,118,2,2.7,3.2,3,2,2,2006,6,2009,am pleased to comment on
Communications Technologies/technicians and Support Services,Alaska,On-Campus Dorm,Private,Female,FT,Non-Athlete,25,M,2001,,29,9,19,3.3,2.3,1,1,1,2005,5,2005,"Hard working, hard worker"
Legal Professions and Studies,All Locations,On-Campus Dorm,Private,Female,PT,Athelete,17,S,2003,,81,25,41,2.2,3.4,3,2,3,2007,7,2009,
Mathematics and Statistics,Georgia,Commuter,None,Male,PT,RA,23,M,1991,,106,106,0,4,2.9,0,2,1,1995,95,1998,
Engineering,Guam,On-Campus Dorm,None,Female,FT,Athelete,19,S,1998,,21,8,4,1.9,3.2,0,2,1,2002,2,2002,
Library Science,Michigan,On-Campus Dorm,Other,Female,PT,Non-Athlete,23,S,2000,,84,80,1,3.5,1.9,2,2,0,2004,4,2007,
History,Wisconsin,On-Campus University Housing,None,Male,FT,Non-Athlete,20,S,2001,,111,14,16,2.3,1.3,3,1,0,2005,5,2006,broad range of skills
English Language and Literature/letters,Wyoming,On-Campus University Housing,Other,Male,FT,Athelete,19,M,1993,,118,16,80,3.9,4,0,2,4,1997,97,2000,
Construction Trades,Massachusetts,Commuter,Other,Female,PT,Non-Athlete,24,S,2005,,98,34,24,0.75,2.5,2,2,3,2009,9,2010,has worked directly under my supervision
History,American,Commuter,Other,Female,PT,Athelete,22,S,1997,,4,4,0,1.6,3.9,0,2,4,2001,1,2005,am honored to support him as a student
History,New York,Commuter,Other,Female,FT,Athelete,25,M,1991,,10,4,0,2.8,3.7,3,2,3,1995,95,1998,
Education,Mississippi,Off-Campus University Housing,Private,Male,FT,Non-Athlete,21,S,1988,,3,0,2,3.4,2,0,1,2,1992,92,1993,works well with oouthers
"Business, Management, Marketing, and Related Support Services",New Mexico,Off-Campus Other,All Scholarship Types,Male,FT,RA,17,S,1993,,60,9,48,3.3,1,4,2,1,1997,97,1997,
Military Technologies and Applied Sciences,Pennsylvania,Commuter,All Scholarship Types,Male,FT,Non-Athlete,19,M,1998,,136,53,28,,1.6,1,1,2,2002,2,2005,
Education,South Dakota,On-Campus University Housing,Other,Female,FT,Non-Athlete,20,M,2004,,147,35,82,3.9,1.7,0,2,2,2008,8,2012,
Undeclared,Nebraska,Off-Campus Other,Other,Male,PT,Athelete,25,S,2000,,148,59,27,0.75,3.5,3,1,3,2004,4,2008,in the past two years
Multi/interdisciplinary Studies,Palau,Commuter,Other,Male,PT,Non-Athlete,20,S,1987,,66,32,16,2.6,2.9,3,1,2,1991,91,1992,
"Foreign Languages, Literatures, and Linguistics",Kentucky,On-Campus University Housing,All Scholarship Types,Female,FT,RA,25,M,2002,,53,9,11,1.7,3.2,4,2,1,2006,6,2009,
Engineering Technologies and Engineering-Related Fields,Colorado,Off-Campus University Housing,All Scholarship Types,Male,FT,Non-Athlete,24,M,2001,,16,2,12,3.6,1.5,3,2,3,2005,5,2005,Applies themself
"Homeland Security, Law Enforcement, Firefighting",Micronesia,On-Campus Dorm,University,Female,FT,Non-Athlete,24,S,1991,,80,23,56,1.1,2,0,1,0,1995,95,1995,"one of our finest, most well-rounded undergraduates"
Military Technologies and Applied Sciences,Indiana,Off-Campus University Housing,None,Female,FT,Athelete,24,M,1988,,130,63,20,,3.8,2,2,4,1992,92,1994,have no hesitation in recommending
Human Services,Vermont,Commuter,All Scholarship Types,Female,FT,Athelete,22,M,1987,,125,96,2,3.7,,0,2,4,1991,91,1993,
Multi/interdisciplinary Studies,Wyoming,On-Campus Dorm,Private,Male,FT,Athelete,24,M,1999,,86,79,0,3.9,3.6,0,1,1,2003,3,2004,
English Language and Literature/letters,Virginia,On-Campus Dorm,All Scholarship Types,Female,FT,Non-Athlete,24,M,1991,,15,12,0,2.8,2.7,3,2,4,1995,95,1995,
"Agriculture, Agriculture Operations, and Related Sciences",Georgia,On-Campus Dorm,University,Female,PT,Athelete,18,S,2002,,12,7,2,2.9,3.9,0,1,3,2006,6,2007,can offer only the highest recommendation for
Mechanic and Repair Technologies/technicians,South Carolina,On-Campus University Housing,Other,Male,FT,Non-Athlete,17,S,1999,,142,40,5,1.7,0.75,2,1,2,2003,3,2003,
Computer and Information Sciences and Support Services,Rhode Island,Off-Campus Other,University,Female,PT,RA,25,M,1990,,49,33,12,1.5,2.7,1,2,1,1994,94,1995,
English Language and Literature/letters,Massachusetts,Off-Campus Other,University,Female,PT,Athelete,17,S,2005,,96,95,0,1.7,4,2,2,3,2009,9,2011,
Human Services,Oklahoma,On-Campus University Housing,University,Male,FT,RA,18,S,2002,,80,31,47,1.4,3.7,1,2,2,2006,6,2009,
"Foreign Languages, Literatures, and Linguistics",Marshall Islands,On-Campus Dorm,All Scholarship Types,Female,PT,RA,25,M,1992,,85,78,6,2.4,1.8,3,1,4,1996,96,1999,have had the opportunity to
"Area, Ethnic, Cultural, Gender, and Group Studies",Hawaii,On-Campus Dorm,None,Female,FT,RA,19,M,1998,,76,55,2,1.6,2,3,2,2,2002,2,2002,
Mathematics and Statistics,Oklahoma,On-Campus University Housing,Private,Male,FT,Athelete,19,M,2005,,94,53,8,2.8,3.6,2,1,3,2009,9,2013,
Communications Technologies/technicians and Support Services,Colorado,Off-Campus University Housing,None,Male,PT,Non-Athlete,21,S,1995,,73,0,28,3.9,3,1,2,0,1999,99,2002,would be a valuable addition to any organization
Multi/interdisciplinary Studies,California,Off-Campus University Housing,None,Female,FT,RA,25,S,1991,,56,41,3,2,2,3,1,3,1995,95,1999,
"Business, Management, Marketing, and Related Support Services",Iowa,Commuter,All Scholarship Types,Female,PT,Athelete,23,S,1996,,14,7,4,3.8,3.8,0,1,2,2000,0,2004,
Human Services,Florida,On-Campus University Housing,Other,Male,PT,Non-Athlete,23,M,1996,,19,18,1,2.4,1.6,3,2,2,2000,0,2003,
"Foreign Languages, Literatures, and Linguistics",Hawaii,On-Campus University Housing,Private,Male,FT,Athelete,23,M,1995,,137,95,39,2.7,3.5,4,2,0,1999,99,2000,
Human Services,Minnesota,Off-Campus University Housing,Other,Male,PT,RA,18,S,2005,,31,8,15,2.3,3.6,0,2,3,2009,9,2012,
Engineering Technologies and Engineering-Related Fields,Dist. of Columbia,Off-Campus University Housing,Other,Female,FT,Non-Athlete,25,S,2000,,81,51,21,1.1,2.6,1,1,2,2004,4,2008,has a take-charge personality
History,Kansas,Off-Campus Other,Other,Male,PT,Non-Athlete,17,S,1999,,78,59,12,3.6,1.4,3,2,4,2003,3,2007,will be a credit to your
Family and Consumer Sciences/human Sciences,Utah,Off-Campus University Housing,Private,Male,PT,RA,19,M,1991,,22,12,9,2.9,3,3,1,0,1995,95,1996,
Education,Indiana,Off-Campus Other,Other,Male,FT,Athelete,18,M,1994,,130,43,51,1.3,3.4,1,2,0,1998,98,1999,
Aviation,Florida,Off-Campus University Housing,None,Female,FT,Non-Athlete,19,S,1995,,139,86,5,1.5,2.3,3,1,2,1999,99,2003,
Family and Consumer Sciences/human Sciences,West Virginia,Off-Campus Other,Private,Male,FT,RA,22,S,1992,,111,19,50,2.4,3.9,1,2,4,1996,96,2000,Applies themself
Aviation,Texas,Commuter,None,Male,FT,RA,23,M,2004,,79,29,23,2.5,3.9,1,1,0,2008,8,2011,
Library Science,Colorado,On-Campus University Housing,Other,Male,PT,Non-Athlete,21,M,1997,,84,18,61,1.1,2.9,4,1,4,2001,1,2003,
History,New Hampshire,Off-Campus Other,Private,Female,FT,Non-Athlete,22,S,1993,,15,1,3,1.9,0.75,0,2,1,1997,97,1999,if you have further questions
Communications Technologies/technicians and Support Services,Virgin Islands,On-Campus University Housing,Other,Female,FT,Non-Athlete,20,S,1988,,85,40,36,1.8,1,4,2,2,1992,92,1996,every confidence in her ability to
Legal Professions and Studies,Oklahoma,Commuter,All Scholarship Types,Male,PT,Athelete,20,S,1996,,122,31,44,3.3,3.7,1,2,3,2000,0,2000,
Education,Wyoming,Commuter,None,Male,FT,Non-Athlete,22,M,1991,,24,4,11,3.8,3.6,3,2,4,1995,95,1998,
Mechanic and Repair Technologies/technicians,Louisiana,Off-Campus University Housing,Private,Male,FT,Athelete,23,M,2004,,145,28,70,3.2,3.8,4,2,3,2008,8,2009,completely loyal and trustworthy
Family and Consumer Sciences/human Sciences,Puerto Rico,On-Campus Dorm,Private,Male,FT,Athelete,23,S,1988,,49,15,8,3.8,3.4,0,2,2,1992,92,1994,follows tasks through to completion
"Agriculture, Agriculture Operations, and Related Sciences",Hawaii,Off-Campus University Housing,Other,Male,FT,Non-Athlete,17,S,1986,,116,1,62,2.5,1.8,3,2,4,1990,90,1992,
Human Services,Guam,Off-Campus University Housing,Private,Female,PT,Athelete,20,S,1999,,76,17,40,1.2,3.9,3,1,4,2003,3,2006,has worked directly under my supervision
"Agriculture, Agriculture Operations, and Related Sciences",Minnesota,Off-Campus Other,University,Female,FT,RA,24,S,1996,,126,97,19,2.4,2.5,1,2,0,2000,0,2003,
Mechanic and Repair Technologies/technicians,Rhode Island,Off-Campus Other,All Scholarship Types,Male,FT,Athelete,18,S,2000,,98,7,32,0.75,3.4,4,1,1,2004,4,2005,have had the opportunity to
"Area, Ethnic, Cultural, Gender, and Group Studies",All Locations,Commuter,University,Female,FT,RA,23,S,2005,,7,3,0,1.8,3,2,2,1,2009,9,2009,
Aviation,Georgia,On-Campus Dorm,None,Female,FT,Athelete,19,S,1993,,148,91,41,3.7,3.6,0,1,4,1997,97,2000,
Library Science,Hawaii,Commuter,Private,Male,FT,Non-Athlete,23,M,1986,,3,0,2,1.2,1.2,4,2,3,1990,90,1994,will meet your expectations
"Area, Ethnic, Cultural, Gender, and Group Studies",Pennsylvania,Off-Campus University Housing,Other,Male,PT,Non-Athlete,23,S,1985,,22,3,15,1.1,1.4,1,2,2,1989,89,1990,
"Homeland Security, Law Enforcement, Firefighting",North Carolina,On-Campus University Housing,None,Female,FT,Non-Athlete,23,M,1990,,45,27,0,3.1,1.4,3,2,3,1994,94,1995,
Military Technologies and Applied Sciences,Virgin Islands,Commuter,Other,Female,FT,Non-Athlete,20,M,1997,,140,127,12,3.8,3.3,1,2,1,2001,1,2002,always behaves professionally
Biological and Biomedical Sciences,Texas,Commuter,University,Female,PT,Athelete,18,S,2005,,99,85,11,0.75,,3,2,0,2009,9,2013,is innovative and creative
Engineering Technologies and Engineering-Related Fields,Alaska,Off-Campus Other,All Scholarship Types,Female,FT,Non-Athlete,24,M,1987,,24,8,8,1.2,3.9,0,2,3,1991,91,1992,
Aviation,Utah,On-Campus University Housing,University,Male,FT,Non-Athlete,19,S,1996,,18,1,1,1.3,0.75,1,1,4,2000,0,2001,
Family and Consumer Sciences/human Sciences,Indiana,On-Campus Dorm,Other,Female,PT,RA,24,S,2004,,36,26,6,1.7,1.9,2,2,4,2008,8,2012,
"Agriculture, Agriculture Operations, and Related Sciences",North Dakota,Off-Campus Other,Private,Female,FT,Athelete,17,S,1986,,20,8,9,3.8,4,0,2,0,1990,90,1993,
"Homeland Security, Law Enforcement, Firefighting",Mississippi,Off-Campus Other,None,Female,FT,Athelete,17,M,1985,,75,50,20,3.1,3.5,0,2,3,1989,89,1991,
Liberal Arts and Sciences Studies and Humanities,New Hampshire,On-Campus University Housing,None,Male,PT,Athelete,20,S,1991,,83,11,47,3.3,3.1,0,1,4,1995,95,1995,
Engineering Technologies and Engineering-Related Fields,Florida,On-Campus University Housing,All Scholarship Types,Female,FT,RA,19,M,2002,,10,1,2,1.2,3.3,4,1,4,2006,6,2006,was a student in two of my classes
English Language and Literature/letters,North Carolina,Off-Campus University Housing,None,Male,PT,Non-Athlete,25,S,1987,,36,28,5,1.7,,0,1,1,1991,91,1992,
"Agriculture, Agriculture Operations, and Related Sciences",Dist. of Columbia,Off-Campus Other,All Scholarship Types,Female,FT,RA,23,M,2001,,26,8,4,4,1,1,1,2,2005,5,2005,every confidence in her ability to
Architecture and Related Services,Arkansas,Off-Campus University Housing,None,Male,PT,RA,20,S,1997,,104,33,23,3.6,1.2,3,2,4,2001,1,2004,
Liberal Arts and Sciences Studies and Humanities,Northern Marianas,Commuter,All Scholarship Types,Female,FT,RA,24,S,1986,,52,27,1,2.8,,0,2,3,1990,90,1990,am pleased to comment on
Education,Virgin Islands,On-Campus University Housing,Other,Female,FT,Non-Athlete,22,S,2005,,135,39,17,1.1,0.75,1,1,4,2009,9,2009,works efficiently and effectively
Biological and Biomedical Sciences,Arizona,Commuter,Private,Male,FT,Non-Athlete,25,M,2003,,10,5,1,3.1,3,1,2,1,2007,7,2010,
"Agriculture, Agriculture Operations, and Related Sciences",Arizona,On-Campus Dorm,All Scholarship Types,Female,FT,Non-Athlete,17,M,2005,,135,38,73,3.6,1.9,4,1,3,2009,9,2009,
Family and Consumer Sciences/human Sciences,Dist. of Columbia,On-Campus Dorm,University,Male,PT,Non-Athlete,25,M,2005,,15,3,9,1.5,3.4,4,2,0,2009,9,2009,have no hesitation in recommending
Mathematics and Statistics,New Jersey,On-Campus Dorm,Other,Female,FT,Athelete,21,M,1989,,39,25,12,2,3.9,0,2,0,1993,93,1994,have admiration and respect for
"Area, Ethnic, Cultural, Gender, and Group Studies",Dist. of Columbia,On-Campus University Housing,None,Female,PT,Non-Athlete,18,S,1991,,86,15,41,3.4,4,4,2,2,1995,95,1995,
Communications Technologies/technicians and Support Services,Northern Marianas,On-Campus University Housing,Private,Male,FT,Athelete,20,M,2005,,118,10,16,2.1,3.7,4,1,0,2009,9,2009,if you need additional information
History,Illinois,Off-Campus Other,None,Male,FT,RA,23,S,1985,,119,119,0,0.75,1.3,0,2,2,1989,89,1989,
Communications Technologies/technicians and Support Services,South Dakota,Commuter,None,Female,PT,Non-Athlete,21,M,2001,,43,19,5,1,2,3,1,3,2005,5,2009,
Communications Technologies/technicians and Support Services,Virginia,Commuter,Other,Male,FT,Non-Athlete,20,M,2004,,10,0,10,3.8,3.7,4,1,2,2008,8,2012,
Engineering Technologies and Engineering-Related Fields,Kentucky,On-Campus University Housing,Other,Male,FT,Non-Athlete,19,S,1988,,34,7,20,2.2,3.3,3,1,0,1992,92,1993,have known Ms. Doe for
Family and Consumer Sciences/human Sciences,South Dakota,Off-Campus University Housing,All Scholarship Types,Male,FT,RA,20,M,2004,,104,73,8,2.8,3.7,2,2,3,2008,8,2009,
Undeclared,Colorado,Commuter,Other,Female,FT,Athelete,22,M,1987,,102,79,4,2.6,3.6,1,2,4,1991,91,1995,works well with oouthers
All Majors,Missouri,Commuter,Other,Female,FT,Non-Athlete,18,M,2004,,105,41,21,2,1.8,4,1,0,2008,8,2008,
Library Science,Nebraska,On-Campus University Housing,Other,Male,FT,Non-Athlete,17,M,1985,,5,1,4,1,3.2,0,2,4,1989,89,1990,"Hard working, hard worker"
Liberal Arts and Sciences Studies and Humanities,Michigan,On-Campus University Housing,All Scholarship Types,Male,PT,Non-Athlete,25,M,1989,,142,27,56,0.75,1.1,4,1,1,1993,93,1993,
Mechanic and Repair Technologies/technicians,Guam,Off-Campus Other,Private,Male,PT,Non-Athlete,23,S,1989,,21,11,0,3.5,3.4,3,2,2,1993,93,1997,
"Area, Ethnic, Cultural, Gender, and Group Studies",Texas,Off-Campus University Housing,All Scholarship Types,Female,PT,Non-Athlete,18,M,1997,,12,2,5,1.4,2.1,4,1,1,2001,1,2004,
History,North Carolina,Commuter,University,Female,PT,RA,21,S,1997,,50,27,8,2.2,2.7,3,2,0,2001,1,2005,
Health Professions and Related Programs,Nevada,On-Campus Dorm,None,Female,FT,Athelete,18,S,1994,,49,5,1,0.75,3.6,1,1,2,1998,98,1998,have had the opportunity to
Human Services,Delaware,On-Campus Dorm,Other,Female,PT,Non-Athlete,21,M,1990,,11,10,0,,2.1,1,1,2,1994,94,1996,
Engineering Technologies and Engineering-Related Fields,North Carolina,Off-Campus Other,None,Female,FT,Athelete,20,M,2001,,142,49,44,3.4,3.5,3,2,4,2005,5,2006,would be a valuable addition to any organization
Computer and Information Sciences and Support Services,Connecticut,Commuter,Other,Female,FT,RA,21,M,1995,,81,42,1,2.6,2.8,4,2,1,1999,99,2000,will measure up to your high standards
Engineering,Northern Marianas,Off-Campus Other,All Scholarship Types,Male,FT,Athelete,21,S,2000,,15,10,5,4,3.7,2,1,1,2004,4,2004,
Aviation,Iowa,Off-Campus Other,Other,Female,PT,Non-Athlete,22,M,1990,,98,61,24,1.8,3.3,2,1,4,1994,94,1996,is a tireless worker
"Communication, Journalism, and Related Programs",Texas,On-Campus Dorm,University,Male,PT,Athelete,18,S,1989,,6,6,0,1.1,4,2,2,1,1993,93,1993,
Mechanic and Repair Technologies/technicians,Hawaii,Commuter,None,Male,FT,Athelete,18,S,1992,,104,59,2,2.3,3.6,0,2,0,1996,96,1999,
"Agriculture, Agriculture Operations, and Related Sciences",Kansas,On-Campus Dorm,Other,Female,FT,Non-Athlete,19,M,1990,,119,15,56,2.7,2.9,1,1,1,1994,94,1994,
Legal Professions and Studies,Virginia,Commuter,Other,Female,FT,Non-Athlete,19,M,2000,,55,51,3,2.6,2.7,3,1,0,2004,4,2006,follows tasks through to completion
Military Technologies and Applied Sciences,Wyoming,On-Campus University Housing,Other,Female,FT,Non-Athlete,24,M,1986,,5,4,0,1.4,1.7,1,1,3,1990,90,1994,would be a valuable addition to any organization
Aviation,Florida,Off-Campus University Housing,University,Female,FT,RA,18,M,1992,,142,99,3,0.75,1.1,3,2,0,1996,96,1999,
Multi/interdisciplinary Studies,Maine,Off-Campus Other,Other,Male,FT,Non-Athlete,23,S,2000,,17,3,2,3.3,3.6,0,2,0,2004,4,2004,
"Area, Ethnic, Cultural, Gender, and Group Studies",South Dakota,Commuter,All Scholarship Types,Female,FT,RA,20,M,1985,,47,17,4,2.9,2,1,2,0,1989,89,1990,can offer only the highest recommendation for
Military Technologies and Applied Sciences,Oregon,On-Campus University Housing,University,Female,FT,Non-Athlete,19,M,1999,,95,75,13,1.9,0.75,2,1,3,2003,3,2006,
Undeclared,Dist. of Columbia,On-Campus University Housing,University,Male,PT,Non-Athlete,22,M,1996,,69,58,11,1.7,3.6,4,1,0,2000,0,2002,
Liberal Arts and Sciences Studies and Humanities,Virginia,On-Campus Dorm,None,Male,FT,Athelete,20,M,1998,,66,11,47,1.1,3.7,4,1,2,2002,2,2005,
Military Technologies and Applied Sciences,Oklahoma,Off-Campus University Housing,Other,Female,PT,Non-Athlete,25,S,1987,,31,14,0,0.75,1,1,1,2,1991,91,1994,meticulous attention to detail
