Major,Location,Residence,Scholarship,Sex,Status,Type,Enrollment Age,Marital Status,Enrollment Date,Sponsor,Credits Attempted,Credits Completed,Credits Dropped, Current GPA,Average GPA,Number of Sports,Intermural Participant,Number of Clubs,Expected Graduation Date,Class o f,Actual Graduation Date,Comments,Age,Is Underage Drinking OK,Has Drank O nCampus,Number of Drinks Per Week,Has been intoxicated,Has Purchased Alcohol
English Language and Literature/letters,Micronesia,On-Campus University Housing,None,Female,PT,All,17,M,2003,,26,10,0,1.5,3.3,0,1,0,2007,7,2011,have been his supervisor since,18,No,,2,Yes,
Foreign Languages Literatures and Linguistics,California,Off-Campus Other,All Scholarship Types,Male,PT,Athelete,20,S,1993,,21,5,6,3,4,1,1,3,1997,97,1998,is a pleasure to recommend,20,UnSure,,2,Yes,
Military Technologies and Applied Sciences,South Carolina,On-Campus University Housing,Other,Female,FT,Non-Athlete,19,S,2004,,143,13,58,2.9,1.8,0,2,3,2008,8,2008,Health issues,20,Yes,,3,No comment,
Military Technologies and Applied Sciences,Montana,Off-Campus University Housing,University,Male,FT,Non-Athlete,18,M,1988,,129,29,13,3.4,3,2,1,0,1992,92,1993,,20,No,,2,Yes,
Human Services,Oklahoma,Off-Campus University Housing,Other,Female,FT,Non-Athlete,22,M,1987,,31,6,10,3,1.5,3,1,1,1991,91,1992,keeps calm under pressure,24,UnSure,No comment,2,no,no
Agriculture- Agriculture Operations- and Related Sciences,West Virginia,Off-Campus Other,None,Male,FT,Athelete,22,M,1990,,61,1,56,2.5,3.5,4,2,3,1994,94,1996,outstanding leadership abilities,22,UnSure,Yes,3,No comment,no
Education,Maryland,On-Campus Dorm,University,Female,FT,RA,19,S,1997,,51,48,0,1.9,3.3,2,2,3,2001,1,2005,request your favorable consideration of,20,UnSure,,2,Yes,
Engineering Technologies and Engineering-Related Fields,Utah,Commuter,None,Female,FT,Athelete,22,M,1986,,78,68,0,3.4,3.8,0,1,2,1990,90,1990,am pleased to comment on,23,UnSure,Yes,2,no,No comment
Human Services,Wisconsin,Off-Campus Other,Other,Male,PT,RA,22,S,2000,,19,7,12,2.5,3.3,4,1,3,2004,4,2006,,24,UnSure,No comment,1,Yes,Yes
Communications Technologies/technicians and Support Services,Alabama,Off-Campus Other,None,Female,PT,Athelete,20,S,2003,,91,61,20,3.7,3.6,4,2,2,2007,7,2008,am pleased to comment on,23,Yes,no,1,No comment,No comment
Mechanic and Repair Technologies/technicians,Georgia,Commuter,Other,Female,PT,All,25,M,2002,,68,12,55,2.3,2.5,0,2,1,2006,6,2006,,28,Yes,Yes,1,no,no
English Language and Literature/letters,Colorado,Off-Campus University Housing,Private,Female,FT,Athelete,17,M,2000,,93,57,16,2.5,3.4,2,2,3,2004,4,2005,,21,Yes,no,1,no,Yes
Mechanic and Repair Technologies/technicians,New Hampshire,Off-Campus University Housing,Private,Male,FT,Non-Athlete,21,S,1992,,144,129,8,1.7,4,2,2,4,1996,96,1998,has been a pleasure to supervise,24,Yes,no,1,No comment,no
Biological and Biomedical Sciences,New York,Off-Campus Other,All Scholarship Types,Female,PT,All,20,S,1994,,129,119,2,,4,0,2,3,1998,98,2002,,20,No,,2,no,
History,Iowa,Off-Campus Other,Private,Male,PT,RA,21,S,1994,,75,22,21,3.8,1.4,3,1,2,1998,98,2000,comparable to peers-,21,UnSure,No comment,3,Yes,no
Computer and Information Sciences and Support Services,South Dakota,On-Campus University Housing,University,Female,FT,RA,20,M,1987,,137,135,0,3.2,2.9,4,1,3,1991,91,1994,,20,No,,3,Yes,
All Majors,Delaware,On-Campus Dorm,University,Female,FT,Athelete,18,S,1985,,73,16,5,0.75,3.8,3,1,2,1989,89,1989,will be successful in any enterprise he undertakes,20,Yes,,3,Yes,
Family and Consumer Sciences/human Sciences,Indiana,Off-Campus University Housing,Private,Male,PT,RA,20,M,2001,,127,125,1,3.8,1.8,2,2,4,2005,5,2007,is mature beyond her years,24,UnSure,no,3,Yes,Yes
Multi/interdisciplinary Studies,Tennessee,On-Campus University Housing,None,Male,PT,Athelete,18,S,1985,,39,36,3,2.7,3.5,2,1,3,1989,89,1990,,20,No,,3,Yes,
Education,Kentucky,Off-Campus Other,All Scholarship Types,Male,PT,RA,21,S,1987,,113,7,34,1.4,2,0,2,3,1991,91,1993,have no reservations in,24,UnSure,no,2,Yes,Yes
Mathematics and Statistics,Massachusetts,Commuter,Other,Female,PT,RA,23,M,2002,,80,67,3,2.6,2.5,2,1,1,2006,6,2006,,24,No,no,1,no,no
Engineering,North Dakota,Off-Campus University Housing,None,Male,PT,RA,23,S,2002,,147,84,50,4,1.9,0,1,4,2006,6,2007,,27,UnSure,No comment,3,No comment,no
Engineering Technologies and Engineering-Related Fields,Marshall Islands,On-Campus University Housing,Private,Male,PT,Athelete,21,M,2002,,93,43,50,1.7,3.4,1,1,0,2006,6,2007,,23,No,No comment,2,No comment,Yes
Mechanic and Repair Technologies/technicians,Arizona,Off-Campus Other,Private,Female,FT,Athelete,24,M,2003,,18,15,2,2.9,3.9,3,1,4,2007,7,2011,would be a valuable addition to any organization,26,Yes,Yes,2,Yes,Yes
Legal Professions and Studies,Marshall Islands,On-Campus University Housing,Private,Male,PT,Athelete,24,S,1985,,66,25,17,3.8,3.9,3,1,1,1989,89,1990,,26,No,No comment,1,Yes,Yes
Mathematics and Statistics,Iowa,Commuter,University,Male,FT,RA,18,M,1991,,68,40,17,2.2,1.3,0,2,3,1995,95,1999,Applies themself,20,UnSure,,1,Yes,
Library Science,Washington,On-Campus Dorm,University,Female,FT,Athelete,18,M,1996,,30,19,8,4,3.6,4,2,0,2000,0,2002,,18,No,,3,no,
Engineering,North Carolina,Commuter,University,Male,PT,Athelete,23,S,2001,,13,4,7,1.1,3.4,1,1,0,2005,5,2005,,23,No,Yes,3,No comment,no
Construction Trades,Kansas,Off-Campus University Housing,Other,Male,PT,All,18,M,1986,,49,40,0,2,3.4,1,1,1,1990,90,1994,willing to take on new responsibilities,20,Yes,,3,Yes,
Engineering Technologies and Engineering-Related Fields,Virgin Islands,On-Campus University Housing,Private,Male,FT,Non-Athlete,20,M,2000,,81,9,21,3.6,2.5,1,1,1,2004,4,2008,would be an asset to your program,24,No,Yes,3,No comment,Yes
Education,New Mexico,Off-Campus University Housing,Private,Female,FT,Athelete,21,M,1997,,150,101,47,1.2,3.9,1,1,0,2001,1,2001,,25,Yes,no,3,No comment,no
Education,Alaska,On-Campus Dorm,Other,Male,FT,Athelete,18,M,1998,,21,13,1,3.5,3.5,3,1,0,2002,2,2002,,20,No,,3,No comment,
Communication Journalism and Related Programs,Hawaii,Off-Campus University Housing,University,Male,FT,All,19,S,1993,,150,44,73,2.3,4,4,1,4,1997,97,2000,first came to my attention when,19,UnSure,,3,Yes,
Construction Trades,Utah,On-Campus Dorm,Other,Female,FT,Athelete,24,S,2004,,46,12,12,2.1,3.7,2,2,0,2008,8,2008,,24,UnSure,No comment,1,No comment,No comment
History,North Carolina,On-Campus University Housing,Other,Female,PT,RA,22,M,1990,,150,139,11,2.7,3.8,0,1,3,1994,94,1998,,22,Yes,No comment,3,Yes,no
Computer and Information Sciences and Support Services,Delaware,Commuter,None,Male,FT,RA,22,S,1989,,144,5,83,3.4,2.9,0,1,0,1993,93,1997,,22,UnSure,no,3,No comment,No comment
Homeland Security- Law Enforcement- Firefighting,Nevada,Off-Campus Other,University,Male,PT,Athelete,23,M,1993,,104,78,10,1.2,3.8,0,2,0,1997,97,1999,comments are well thought out and clearly articulated,26,UnSure,No comment,1,No comment,No comment
Legal Professions and Studies,Hawaii,Off-Campus University Housing,All Scholarship Types,Male,PT,Athelete,20,S,1990,,80,54,20,4,3.5,0,1,4,1994,94,1995,one of our finest- most well-rounded undergraduates,23,UnSure,No comment,3,Yes,Yes
Foreign Languages Literatures and Linguistics,Dist. of Columbia,Off-Campus University Housing,University,Male,PT,Athelete,18,S,1991,,96,25,61,1.7,3.7,0,2,1,1995,95,1996,if you would like more information,19,Yes,,1,Yes,
Education,Montana,On-Campus University Housing,All Scholarship Types,Male,PT,All,18,M,1995,,11,6,4,2.3,1.4,0,2,4,1999,99,2001,communicates her ideas clearly,18,Yes,,2,Yes,
Health Professions and Related Programs,Kentucky,On-Campus Dorm,All Scholarship Types,Male,FT,Non-Athlete,19,M,1999,,11,7,1,1.4,,2,2,1,2003,3,2005,will measure up to your high standards,21,No,Yes,2,Yes,No comment
English Language and Literature/letters,Kansas,On-Campus Dorm,None,Female,PT,All,20,S,1994,,103,63,8,2.4,1.7,3,2,1,1998,98,2000,,23,UnSure,no,1,no,Yes
Engineering,New Hampshire,Off-Campus University Housing,Other,Female,PT,All,24,S,1996,,32,30,0,1.2,3.3,3,2,2,2000,0,2000,have no reservations in,28,UnSure,No comment,3,Yes,no
Foreign Languages Literatures and Linguistics,Mississippi,Commuter,University,Male,FT,RA,24,M,1998,,14,3,10,3.3,3.4,4,2,1,2002,2,2004,,27,UnSure,Yes,2,Yes,No comment
Computer and Information Sciences and Support Services,Kentucky,Commuter,All Scholarship Types,Male,FT,RA,22,M,2002,,84,3,76,3.7,3.2,2,1,1,2006,6,2010,,26,Yes,no,3,Yes,Yes
Homeland Security- Law Enforcement- Firefighting,Pennsylvania,On-Campus University Housing,All Scholarship Types,Female,FT,Non-Athlete,24,S,1999,,57,5,26,1.2,,3,1,2,2003,3,2007,,28,UnSure,No comment,1,Yes,Yes
Foreign Languages Literatures and Linguistics,New Mexico,Off-Campus Other,Other,Male,PT,All,20,M,1995,,105,100,5,,3.9,4,2,1,1999,99,2003,follows tasks through to completion,23,No,Yes,3,No comment,Yes
Business Management Marketing and Related Support Services,Kansas,On-Campus Dorm,All Scholarship Types,Female,FT,All,20,S,1996,,40,25,1,3.9,1.5,0,2,1,2000,0,2001,,24,Yes,Yes,1,No comment,Yes
Business Management Marketing and Related Support Services,Micronesia,On-Campus Dorm,Private,Male,PT,Non-Athlete,20,S,1996,,89,71,0,1.3,1.1,1,1,3,2000,0,2001,,24,No,Yes,1,No comment,Yes
Mathematics and Statistics,Northern Marianas,Off-Campus Other,Other,Female,FT,Non-Athlete,23,S,1986,,13,7,6,3.4,1.9,0,2,3,1990,90,1994,,24,Yes,Yes,3,no,Yes
Business Management Marketing and Related Support Services,Washington,On-Campus Dorm,University,Male,PT,RA,21,S,1999,,33,33,0,1.8,3,2,1,1,2003,3,2007,,25,Yes,Yes,3,Yes,No comment
Foreign Languages Literatures and Linguistics,Rhode Island,Off-Campus Other,None,Male,PT,RA,24,S,1998,,79,42,21,3,0.75,3,2,4,2002,2,2003,will measure up to your high standards,28,Yes,No comment,1,Yes,No comment
History,Maryland,On-Campus Dorm,Private,Male,FT,All,22,M,1990,,142,63,79,2.4,1.4,2,2,4,1994,94,1998,,22,No,No comment,3,Yes,Yes
Library Science,Michigan,Commuter,Private,Male,PT,Non-Athlete,21,S,1992,,36,30,2,3.9,1.4,0,1,0,1996,96,1996,,22,No,Yes,3,Yes,no
Engineering,Louisiana,Off-Campus University Housing,All Scholarship Types,Female,FT,All,21,M,1994,,114,43,62,1.9,3.2,1,2,4,1998,98,2000,,24,UnSure,no,3,no,Yes
Construction Trades,Northern Marianas,Off-Campus Other,University,Male,PT,Athelete,19,M,1987,,111,71,1,1.4,3.8,4,1,1,1991,91,1991,follows tasks through to completion,22,Yes,No comment,3,No comment,No comment
Construction Trades,Washington,Commuter,All Scholarship Types,Male,FT,Non-Athlete,25,S,2000,,6,2,4,2.6,3.2,4,1,3,2004,4,2005,,29,UnSure,Yes,3,Yes,No comment
Area- Ethnic- Cultural- Gender- and Group Studies,Tennessee,Off-Campus University Housing,None,Female,FT,All,24,M,1994,,93,36,50,,2.8,1,1,4,1998,98,1999,,28,UnSure,No comment,3,No comment,Yes
Architecture and Related Services,South Dakota,On-Campus Dorm,None,Female,FT,RA,17,S,1987,,46,16,13,3.3,3,4,1,2,1991,91,1993,,19,UnSure,,3,no,
Architecture and Related Services,Micronesia,On-Campus Dorm,Other,Male,FT,Non-Athlete,17,S,1990,,26,0,13,1.8,1.8,3,1,3,1994,94,1994,keeps calm under pressure,21,UnSure,No comment,1,No comment,no
Area- Ethnic- Cultural- Gender- and Group Studies,North Dakota,On-Campus Dorm,Private,Female,FT,All,21,S,1987,,19,3,1,2.4,1.5,2,1,4,1991,91,1993,have had the opportunity to,25,No,no,2,No comment,no
Construction Trades,Illinois,Off-Campus University Housing,Other,Female,FT,Non-Athlete,23,S,1987,,148,69,77,3.6,3.4,4,2,4,1991,91,1995,,26,No,no,3,no,no
Homeland Security- Law Enforcement- Firefighting,Florida,On-Campus Dorm,None,Male,PT,All,19,M,2004,,119,92,18,1.5,,1,1,2,2008,8,2008,,19,Yes,,3,Yes,
Homeland Security- Law Enforcement- Firefighting,Palau,Commuter,None,Female,FT,All,19,M,2004,,109,9,9,1.1,3.2,3,2,4,2008,8,2008,communicates effectively in writing,23,Yes,No comment,1,Yes,no
Family and Consumer Sciences/human Sciences,Montana,Commuter,None,Male,FT,Athelete,23,S,1994,,81,75,2,3.4,3.4,3,1,4,1998,98,2000,if you would like more information,25,Yes,No comment,1,Yes,Yes
All Majors,Louisiana,Commuter,Private,Male,FT,Non-Athlete,19,S,1995,,144,131,7,1.4,2.5,4,2,2,1999,99,1999,,22,UnSure,Yes,3,Yes,no
Mechanic and Repair Technologies/technicians,Louisiana,On-Campus University Housing,Other,Male,FT,Non-Athlete,23,M,1994,,58,33,9,3.5,2.3,3,2,1,1998,98,1999,works efficiently and effectively,24,Yes,Yes,2,Yes,No comment
Mathematics and Statistics,South Carolina,Off-Campus Other,All Scholarship Types,Female,FT,Non-Athlete,22,S,1988,,23,7,11,2.5,4,0,1,2,1992,92,1996,,26,Yes,Yes,1,Yes,No comment
Mathematics and Statistics,North Carolina,On-Campus University Housing,University,Male,FT,All,21,S,1990,,15,13,0,2.6,1.8,1,1,3,1994,94,1994,Builds on knowledge,25,UnSure,No comment,3,Yes,Yes
Engineering Technologies and Engineering-Related Fields,Arkansas,Commuter,University,Male,FT,RA,25,M,1994,,103,87,12,1,2.6,0,1,3,1998,98,2001,,25,No,no,2,No comment,Yes
Homeland Security- Law Enforcement- Firefighting,Montana,Off-Campus Other,None,Female,PT,Non-Athlete,20,S,2001,,124,31,26,2.3,1.6,4,2,0,2005,5,2007,is a tireless worker,24,No,Yes,1,No comment,Yes
Agriculture- Agriculture Operations- and Related Sciences,Delaware,Off-Campus University Housing,Other,Male,FT,Non-Athlete,21,S,1987,,102,18,21,2.8,2.5,4,1,2,1991,91,1995,will be successful in any enterprise he undertakes,23,No,No comment,2,No comment,no
Aviation,Rhode Island,On-Campus Dorm,University,Male,FT,Athelete,17,S,1986,,28,27,0,2.7,3.7,1,1,2,1990,90,1991,always cheerful and dependable,21,No,no,2,Yes,Yes
Homeland Security- Law Enforcement- Firefighting,Marshall Islands,On-Campus University Housing,Other,Male,FT,Athelete,24,S,2002,,89,68,12,2.5,,2,2,1,2006,6,2009,,25,Yes,No comment,1,Yes,No comment
English Language and Literature/letters,Tennessee,Commuter,Other,Male,FT,Non-Athlete,18,S,1999,,77,20,12,2,2.5,4,2,1,2003,3,2003,,20,No,,3,Yes,
Military Technologies and Applied Sciences,South Dakota,Commuter,None,Female,FT,Athelete,21,M,1994,,22,0,9,1.6,3.6,1,2,4,1998,98,2002,is a pleasure to recommend,24,No,no,1,No comment,No comment
Area- Ethnic- Cultural- Gender- and Group Studies,Maine,On-Campus University Housing,None,Female,FT,RA,25,M,1991,,38,30,6,2.9,2.2,2,1,1,1995,95,1997,communicates her ideas clearly,27,No,no,3,No comment,no
Health Professions and Related Programs,Palau,Off-Campus Other,All Scholarship Types,Female,FT,RA,19,M,1990,,41,36,1,2.3,3.9,0,1,1,1994,94,1994,can attest to his integrity,20,UnSure,,2,no,
Mathematics and Statistics,Ohio,Off-Campus University Housing,University,Male,FT,All,21,M,2005,,81,44,30,3.7,4,2,2,4,2009,9,2009,,23,No,no,1,No comment,Yes
Agriculture- Agriculture Operations- and Related Sciences,Maine,Commuter,Private,Male,PT,RA,17,S,2001,,119,15,80,2.8,,4,1,2,2005,5,2009,,18,No,,2,No comment,
All Majors,Idaho,On-Campus University Housing,All Scholarship Types,Male,FT,Athelete,18,M,1995,,10,4,6,2.5,3.9,1,1,1,1999,99,2001,,21,No,no,2,Yes,no
Multi/interdisciplinary Studies,Virgin Islands,Off-Campus Other,All Scholarship Types,Male,FT,All,23,S,1996,,106,83,7,4,1.4,2,1,3,2000,0,2000,comparable to peers-,23,Yes,Yes,3,Yes,Yes
Undeclared,Mississippi,On-Campus University Housing,University,Male,PT,All,24,S,1994,,82,19,42,2.7,3,1,1,4,1998,98,1998,,28,Yes,Yes,3,Yes,Yes
Homeland Security- Law Enforcement- Firefighting,Rhode Island,On-Campus University Housing,Private,Female,PT,RA,21,M,1998,,49,11,27,3.6,1.7,0,1,1,2002,2,2005,,21,UnSure,Yes,2,Yes,no
Agriculture- Agriculture Operations- and Related Sciences,Palau,Commuter,Other,Male,FT,Non-Athlete,18,S,2005,,125,115,8,1.4,2.7,1,2,1,2009,9,2012,,19,UnSure,,1,No comment,
Military Technologies and Applied Sciences,Washington,On-Campus University Housing,University,Female,PT,All,24,S,1993,,101,97,4,3.5,1.7,4,1,1,1997,97,2001,will meet your expectations,24,UnSure,No comment,1,No comment,no
Business Management Marketing and Related Support Services,Wisconsin,On-Campus Dorm,Private,Male,FT,RA,24,M,1987,,48,39,7,3.4,0.75,2,2,0,1991,91,1992,keeps calm under pressure,28,UnSure,No comment,3,No comment,No comment
Family and Consumer Sciences/human Sciences,Micronesia,On-Campus University Housing,Other,Female,FT,RA,18,M,1996,,105,8,35,4,2.9,2,2,1,2000,0,2004,,18,No,,2,No comment,
Aviation,American,Off-Campus Other,None,Male,FT,Non-Athlete,23,M,1991,,53,25,4,2.6,1.9,4,2,2,1995,95,1995,give my unqualified recommendation,26,Yes,no,3,Yes,Yes
Engineering Technologies and Engineering-Related Fields,California,Off-Campus University Housing,None,Male,FT,Athelete,17,M,1995,,107,53,7,3.7,4,4,1,3,1999,99,2001,demonstrated particular strengths in,17,UnSure,,1,No comment,
Mathematics and Statistics,Washington,Off-Campus University Housing,None,Male,FT,Non-Athlete,18,S,1995,,64,29,11,2,3.1,3,1,2,1999,99,2001,punctual and hard working,19,Yes,,2,Yes,
English Language and Literature/letters,American,On-Campus University Housing,All Scholarship Types,Male,FT,Non-Athlete,22,S,1990,,8,5,0,3.3,2.9,0,2,4,1994,94,1996,,22,UnSure,No comment,3,Yes,Yes
Engineering Technologies and Engineering-Related Fields,Washington,On-Campus University Housing,Other,Female,PT,All,21,S,1992,,133,56,12,2.6,1.3,0,2,0,1996,96,2000,,22,No,no,1,no,no
Engineering,Montana,Off-Campus Other,All Scholarship Types,Female,FT,RA,20,M,2004,,113,26,74,1.3,1.4,3,2,4,2008,8,2008,have known Ms. Doe for,24,UnSure,No comment,1,Yes,no
History,New Mexico,Off-Campus Other,All Scholarship Types,Male,FT,All,23,S,2000,,72,31,36,3.2,1.4,0,2,2,2004,4,2008,conventions/grammar rule,23,Yes,no,2,Yes,No comment
Engineering Technologies and Engineering-Related Fields,Ohio,Off-Campus University Housing,Other,Female,FT,Non-Athlete,19,M,2003,,9,3,3,4,2.9,2,2,2,2007,7,2010,,21,Yes,Yes,1,Yes,Yes
Engineering Technologies and Engineering-Related Fields,South Dakota,Off-Campus Other,Private,Male,PT,All,21,S,1999,,50,2,9,0.75,1.5,2,2,1,2003,3,2004,completely loyal and trustworthy,25,Yes,Yes,3,No comment,Yes
Human Services,Idaho,Off-Campus Other,All Scholarship Types,Male,FT,Athelete,17,M,1998,,29,10,0,2.1,3.7,1,1,0,2002,2,2003,,20,UnSure,,3,No comment,
Multi/interdisciplinary Studies,Iowa,Off-Campus Other,All Scholarship Types,Male,PT,Athelete,22,S,1989,,25,19,5,3.5,3.2,4,2,3,1993,93,1996,is personable and easy to work with,25,UnSure,no,1,Yes,Yes
Computer and Information Sciences and Support Services,California,Off-Campus Other,All Scholarship Types,Female,FT,RA,24,M,2001,,91,13,78,2,3.9,0,1,4,2005,5,2009,willing to take on new responsibilities,26,UnSure,No comment,2,no,Yes
Mathematics and Statistics,New Mexico,On-Campus Dorm,University,Female,FT,RA,24,M,1988,,29,21,0,1.5,2,2,1,2,1992,92,1992,,28,Yes,No comment,3,Yes,no
Biological and Biomedical Sciences,Colorado,On-Campus Dorm,Private,Male,FT,All,24,M,1998,,93,23,10,1.5,1.7,1,2,2,2002,2,2004,,26,Yes,No comment,3,Yes,Yes
Health Professions and Related Programs,North Carolina,Commuter,Private,Male,FT,All,22,M,2003,,93,30,35,1.2,3.6,0,1,3,2007,7,2008,would be an asset to your program,26,UnSure,no,1,No comment,no
Liberal Arts and Sciences Studies and Humanities,Pennsylvania,On-Campus Dorm,None,Female,PT,Athelete,18,M,1990,,122,100,16,2.3,3.4,2,2,0,1994,94,1994,,20,Yes,,3,no,
Biological and Biomedical Sciences,West Virginia,On-Campus Dorm,Private,Female,FT,All,19,M,2003,,106,64,27,2.6,3.5,0,2,1,2007,7,2007,,23,No,No comment,1,no,no
Library Science,Montana,On-Campus Dorm,None,Male,FT,All,21,M,1988,,7,0,7,1.8,4,3,1,3,1992,92,1996,,25,No,No comment,2,Yes,Yes
Biological and Biomedical Sciences,Indiana,On-Campus Dorm,University,Male,FT,Athelete,22,S,2004,,71,57,3,3.8,3.8,3,1,1,2008,8,2010,self-motivated individual,24,UnSure,no,3,Yes,Yes
Engineering Technologies and Engineering-Related Fields,Washington,On-Campus Dorm,University,Male,FT,RA,22,M,1997,,97,83,3,2.5,2.5,2,2,1,2001,1,2004,,23,UnSure,Yes,2,Yes,Yes
Aviation,Puerto Rico,Off-Campus Other,None,Female,FT,Non-Athlete,23,M,2003,,127,125,2,3.2,1.2,1,2,4,2007,7,2010,,27,UnSure,No comment,2,no,No comment
Human Services,Wyoming,Commuter,University,Female,FT,RA,23,S,1997,,72,46,2,,3.6,4,2,1,2001,1,2005,,24,Yes,No comment,2,No comment,no
Agriculture- Agriculture Operations- and Related Sciences,Maine,Commuter,All Scholarship Types,Male,FT,All,17,M,1999,,12,8,4,2.1,1.1,4,1,0,2003,3,2005,,19,No,,3,Yes,
Mechanic and Repair Technologies/technicians,Kentucky,On-Campus Dorm,Private,Female,FT,Athelete,17,S,1990,,97,36,32,2.1,3.6,3,1,2,1994,94,1994,writes sentence or paragraph,17,No,,2,No comment,
Communications Technologies/technicians and Support Services,Pennsylvania,Off-Campus University Housing,Private,Male,FT,RA,19,S,1986,,66,33,25,1.1,3,3,2,2,1990,90,1994,,22,No,Yes,3,Yes,No comment
Education,Guam,On-Campus University Housing,All Scholarship Types,Female,FT,Non-Athlete,19,S,1986,,19,9,3,1.3,3.2,0,2,0,1990,90,1992,has been a pleasure to supervise,22,No,no,3,no,no
